C	area	id	hourly
	VARIABLES	BEGIN	END
	58	1	8736

C	hourly				OP. COST	OP. COST	MRG. PRICE	MRG. PRICE	BALANCE	BALANCE	LOAD	LOAD	H. ROR	H. ROR	WIND	WIND	SOLAR	SOLAR	NUCLEAR	NUCLEAR	LIGNITE	LIGNITE	COAL	COAL	GAS	GAS	OIL	OIL	MIX. FUEL	MIX. FUEL	MISC. DTG	MISC. DTG	H. STOR	H. STOR	H. PUMP	H. PUMP	H. LEV	H. LEV	H. INFL	H. INFL	H. OVFL	H. OVFL	H. VAL	H. VAL	H. COST	H. COST	UNSP. ENRG	UNSP. ENRG	SPIL. ENRG	SPIL. ENRG	LOLD	LOLD	AVL DTG	AVL DTG	DTG MRG	DTG MRG	MAX MRG	MAX MRG	NP COST	NP COST	NODU	NODU
					Euro	Euro	Euro	Euro	MWh	MWh	MWh	MWh	MWh	MWh	MWh	MWh	MWh	MWh	MWh	MWh	MWh	MWh	MWh	MWh	MWh	MWh	MWh	MWh	MWh	MWh	MWh	MWh	MWh	MWh	MWh	MWh	%	%	MWh	MWh	%	%	Euro/MWh	Euro/MWh	Euro	Euro	MWh	MWh	MWh	MWh	Hours	Hours	MWh	MWh	MWh	MWh	MWh	MWh	Euro	Euro	 	 
	index	day	month	hour	min	max	min	max	min	max	min	max	min	max	min	max	min	max	min	max	min	max	min	max	min	max	min	max	min	max	min	max	min	max	min	max	min	max	min	max	min	max	min	max	min	max	min	max	min	max	min	max	min	max	min	max	min	max	min	max	min	max
	2144	31	MAR	07:00	7	6	3	9	1	1	2	6	6	1	1	1	1	1	1	1	9	2	1	1	1	1	1	1	7	6	1	1	2	3	1	1	3	1	6	1	1	1	1	1	2	3	1	1	1	1	1	1	1	7	8	7	8	4	1	1	4	6
	2145	31	MAR	08:00	4	6	3	9	1	1	2	6	6	1	1	1	1	1	1	1	9	2	1	1	1	1	1	1	4	6	1	1	1	5	1	1	3	1	6	1	1	1	1	1	1	5	1	1	1	1	1	1	1	7	8	4	8	4	1	1	4	6
	2146	31	MAR	09:00	4	6	3	9	1	1	2	6	6	1	1	1	1	1	1	1	9	2	1	1	1	1	1	1	4	6	1	1	2	1	1	1	3	1	6	1	1	1	1	1	2	1	1	1	1	1	1	1	1	7	6	4	6	4	1	1	4	6
	2147	31	MAR	10:00	4	8	3	9	1	1	2	6	6	1	1	1	1	1	1	1	9	2	1	1	1	1	1	1	4	8	1	1	1	6	1	1	3	1	6	1	1	1	1	1	1	6	1	1	1	1	1	1	1	7	8	4	8	4	1	1	4	6
	2148	31	MAR	11:00	2	6	3	9	1	1	2	6	6	1	1	1	1	1	1	1	9	2	1	1	1	1	1	1	2	6	1	1	1	7	1	1	3	1	6	1	1	1	1	1	1	7	1	1	1	1	1	1	1	7	6	7	6	4	1	1	4	6
	2149	31	MAR	12:00	2	6	3	9	1	1	2	6	6	1	1	1	1	1	1	1	9	2	1	1	1	1	1	1	2	6	1	1	1	2	1	1	3	1	6	1	1	1	1	1	1	2	1	1	1	1	1	1	1	7	6	2	6	4	1	1	4	6
	2150	31	MAR	13:00	4	3	3	9	1	1	2	6	6	1	1	1	1	1	1	1	9	2	1	1	1	1	1	1	4	3	1	1	3	4	1	1	3	1	6	1	1	1	1	1	3	4	1	1	1	1	1	1	1	7	5	4	8	4	1	1	4	6
	2151	31	MAR	14:00	4	6	3	9	1	1	2	6	6	1	1	1	1	1	1	1	9	2	1	1	1	1	1	1	4	6	1	1	1	4	1	1	3	1	6	1	1	1	1	1	1	4	1	1	1	1	1	1	1	7	8	4	8	4	1	1	4	6
	2152	31	MAR	15:00	4	8	3	9	1	1	2	6	6	1	1	1	1	1	1	1	9	2	1	1	1	1	1	1	4	8	1	1	1	4	1	1	3	1	6	1	1	1	1	1	1	4	1	1	1	1	1	1	1	7	8	4	8	4	1	1	4	6
	2153	31	MAR	16:00	2	6	3	9	1	1	2	6	6	1	1	1	1	1	1	1	9	2	1	1	1	1	1	1	2	6	1	1	4	3	1	1	3	1	6	1	1	1	1	1	4	3	1	1	1	1	1	1	1	7	6	7	8	4	1	1	2	6
	2154	31	MAR	17:00	4	6	3	9	1	1	2	6	6	1	1	1	1	1	1	1	9	2	1	1	1	1	1	1	4	6	1	1	1	3	1	1	3	1	6	1	1	1	1	1	1	3	1	1	1	1	1	1	1	7	6	4	8	4	1	1	2	6
	2155	31	MAR	18:00	4	8	3	9	1	1	2	6	6	1	1	1	1	1	1	1	9	2	1	1	1	1	1	1	4	8	1	1	3	4	1	1	3	1	6	1	1	1	1	1	3	4	1	1	1	1	1	1	1	7	8	4	8	4	1	1	2	6
	2156	31	MAR	19:00	2	6	3	9	1	1	2	6	6	1	1	1	1	1	1	1	9	2	1	1	1	1	1	1	2	6	1	1	4	3	1	1	3	1	6	1	1	1	1	1	4	3	1	1	1	1	1	1	1	7	8	7	8	4	1	1	2	6
	2157	31	MAR	20:00	4	6	3	9	1	1	2	6	6	1	1	1	1	1	1	1	9	2	1	1	1	1	1	1	4	6	1	1	1	4	1	1	3	1	6	1	1	1	1	1	1	4	1	1	1	1	1	1	1	7	6	4	8	4	1	1	2	6
	2158	31	MAR	21:00	4	6	3	9	1	1	2	6	6	1	1	1	1	1	1	1	9	2	1	1	1	1	1	1	4	6	1	1	1	4	1	1	3	1	6	1	1	1	1	1	1	4	1	1	1	1	1	1	1	7	6	4	8	4	1	1	2	6
	2159	31	MAR	22:00	7	8	3	9	1	1	2	6	6	1	1	1	1	1	1	1	9	2	1	1	1	1	1	1	2	8	1	1	1	7	1	1	3	1	6	1	1	1	1	1	1	7	1	1	1	1	1	1	1	7	8	7	8	4	1	1	2	6
	2160	31	MAR	23:00	5	6	3	9	1	1	2	6	6	1	1	1	1	1	1	1	9	2	1	1	1	1	1	1	2	6	1	1	1	5	1	1	3	1	6	1	1	1	1	1	1	5	1	1	1	1	1	1	1	7	6	5	8	4	1	1	2	6
	2161	01	APR	00:00	4	6	3	9	1	1	2	6	6	7	1	1	1	1	1	1	8	2	1	1	1	1	1	1	4	6	1	1	1	7	1	1	3	1	6	7	1	1	1	1	1	7	1	1	1	1	1	1	1	7	6	7	8	7	1	1	4	6
	2162	01	APR	01:00	4	8	3	9	1	1	2	6	6	7	1	1	1	1	1	1	8	2	1	1	1	1	1	1	4	8	1	1	1	4	1	1	3	1	6	7	1	1	1	1	1	4	1	1	1	1	1	1	1	7	8	4	6	7	1	1	2	6
	2163	01	APR	02:00	2	6	3	9	1	1	2	6	6	7	1	1	1	1	1	1	8	2	1	1	1	1	1	1	2	6	1	1	3	1	1	1	3	1	6	7	1	1	1	1	3	1	1	1	1	1	1	1	1	7	6	2	6	2	1	1	2	6
	2164	01	APR	03:00	7	6	3	9	1	1	2	6	6	7	1	1	1	1	1	1	8	2	1	1	1	1	1	1	2	6	1	1	3	7	1	1	3	1	6	7	1	1	1	1	3	7	1	1	1	1	1	1	1	7	6	7	8	7	1	1	7	6
	2165	01	APR	04:00	7	8	2	9	1	1	2	6	6	7	1	1	1	1	1	1	8	2	1	1	1	1	1	1	2	8	1	1	1	3	1	1	3	1	6	7	1	1	1	1	1	3	1	1	1	1	1	1	1	7	8	7	8	2	1	1	7	6
	2166	01	APR	05:00	7	8	2	9	1	1	2	6	6	7	1	1	1	1	1	1	8	4	1	1	1	1	1	1	2	8	1	1	1	9	1	1	3	1	6	7	1	1	1	1	1	9	1	1	1	1	1	1	1	7	8	7	8	2	1	1	7	6
	2167	01	APR	06:00	2	6	2	9	1	1	2	6	6	7	1	1	1	1	1	1	8	4	1	1	1	1	1	1	2	6	1	1	1	4	1	1	3	1	6	7	1	1	1	1	1	4	1	1	1	1	1	1	1	7	8	2	8	2	1	1	4	6
	2168	01	APR	07:00	2	6	2	9	1	1	2	6	6	7	1	1	1	1	1	1	8	4	1	1	1	1	1	1	2	6	1	1	2	1	1	1	3	1	6	7	1	1	1	1	2	1	1	1	1	1	1	1	1	7	8	2	8	2	1	1	4	6
	2169	01	APR	08:00	7	6	2	9	1	1	2	6	6	7	1	1	1	1	1	1	8	4	1	1	1	1	1	1	2	6	1	1	2	1	1	1	3	1	6	7	1	1	1	1	2	1	1	1	1	1	1	1	1	7	8	7	8	2	1	1	7	6
	2170	01	APR	09:00	2	6	2	9	1	1	2	6	6	7	1	1	1	1	1	1	8	4	1	1	1	1	1	1	2	6	1	1	1	1	1	1	3	1	6	7	1	1	1	1	1	1	1	1	1	1	1	1	1	7	8	2	8	2	1	1	2	6
	2171	01	APR	10:00	2	8	2	9	1	1	2	6	6	7	1	1	1	1	1	1	8	4	1	1	1	1	1	1	2	8	1	1	1	6	1	1	3	1	6	7	1	1	1	1	1	6	1	1	1	1	1	1	1	7	8	2	8	2	1	1	2	6
	2172	01	APR	11:00	2	8	2	9	1	1	2	6	6	7	1	1	1	1	1	1	8	4	1	1	1	1	1	1	2	8	1	1	2	9	1	1	3	1	6	7	1	1	1	1	2	9	1	1	1	1	1	1	1	7	8	2	8	2	1	1	4	6
	2173	01	APR	12:00	7	8	2	9	1	1	2	3	6	7	1	1	1	1	1	1	8	2	1	1	1	1	1	1	2	8	1	1	1	7	1	1	3	1	6	7	1	1	1	1	1	7	1	1	1	1	1	1	1	7	8	7	8	2	1	1	4	6
	2174	01	APR	13:00	2	6	3	9	1	1	2	3	6	7	1	1	1	1	1	1	8	2	1	1	1	1	1	1	2	6	1	1	1	9	1	1	3	1	6	7	1	1	1	1	1	9	1	1	1	1	1	1	1	7	1	2	8	2	1	1	2	6
	2175	01	APR	14:00	2	8	3	9	1	1	2	3	6	7	1	1	1	1	1	1	8	2	1	1	1	1	1	1	2	8	1	1	1	3	1	1	3	1	6	7	1	1	1	1	1	3	1	1	1	1	1	1	1	7	8	2	8	2	1	1	2	6
	2176	01	APR	15:00	4	8	3	9	1	1	2	3	6	7	1	1	1	1	1	1	8	2	1	1	1	1	1	1	4	8	1	1	1	4	1	1	3	1	6	7	1	1	1	1	1	4	1	1	1	1	1	1	1	7	8	4	8	2	1	1	2	6
	2177	01	APR	16:00	2	8	3	9	1	1	2	3	6	7	1	1	1	1	1	1	8	2	1	1	1	1	1	1	2	8	1	1	1	1	1	1	3	1	6	7	1	1	1	1	1	1	1	1	1	1	1	1	1	7	8	2	8	2	1	1	2	6
	2178	01	APR	17:00	2	8	3	9	1	1	2	3	6	7	1	1	1	1	1	1	8	2	1	1	1	1	1	1	2	8	1	1	3	7	1	1	3	1	6	7	1	1	1	1	3	7	1	1	1	1	1	1	1	7	8	7	8	2	1	1	2	6
	2179	01	APR	18:00	2	8	3	9	1	1	2	3	6	7	1	1	1	1	1	1	8	2	1	1	1	1	1	1	2	8	1	1	3	7	1	1	3	1	6	7	1	1	1	1	3	7	1	1	1	1	1	1	1	7	8	7	8	2	1	1	2	6
	2180	01	APR	19:00	4	8	3	9	1	1	2	3	6	7	1	1	1	1	1	1	8	2	1	1	1	1	1	1	4	8	1	1	1	4	1	1	3	1	6	7	1	1	1	1	1	4	1	1	1	1	1	1	1	7	8	4	8	2	1	1	2	6
	2181	01	APR	20:00	4	8	3	9	1	1	2	3	6	7	1	1	1	1	1	1	8	2	1	1	1	1	1	1	2	8	1	1	1	3	1	1	3	1	6	7	1	1	1	1	1	3	1	1	1	1	1	1	1	7	8	4	8	2	1	1	2	6
	2182	01	APR	21:00	2	8	3	9	1	1	2	3	6	7	1	1	1	1	1	1	8	2	1	1	1	1	1	1	2	8	1	1	1	3	1	1	3	1	6	7	1	1	1	1	1	3	1	1	1	1	1	1	1	7	8	7	8	2	1	1	2	6
	2183	01	APR	22:00	4	6	3	9	1	1	2	6	6	7	1	1	1	1	1	1	8	2	1	1	1	1	1	1	4	6	1	1	1	4	1	1	3	1	6	7	1	1	1	1	1	4	1	1	1	1	1	1	1	7	1	4	8	2	1	1	2	6
	2184	01	APR	23:00	2	8	3	9	1	1	2	6	6	7	1	1	1	1	1	1	8	2	1	1	1	1	1	1	2	8	1	1	1	6	1	1	3	1	6	7	1	1	1	1	1	6	1	1	1	1	1	1	1	7	8	2	8	2	1	1	2	6
	2185	02	APR	00:00	4	6	3	9	1	1	2	6	6	7	1	1	1	1	1	1	8	4	1	1	1	1	1	1	4	6	1	1	6	1	1	1	3	1	6	7	1	1	1	1	6	1	1	1	1	1	1	1	8	3	8	4	8	7	1	1	2	6
	2186	02	APR	01:00	7	6	3	9	1	1	2	6	6	7	1	1	1	1	1	1	8	4	1	1	1	1	1	1	7	6	1	1	1	7	1	1	3	1	6	7	1	1	1	1	1	7	1	1	1	1	1	1	8	3	8	7	8	2	1	1	2	6
	2187	02	APR	02:00	4	6	3	9	1	1	2	6	6	7	1	1	1	1	1	1	8	4	1	1	1	1	1	1	4	8	1	1	1	7	1	1	3	1	6	7	1	1	1	1	1	7	1	1	1	1	1	1	8	3	8	7	8	2	1	1	4	6
	2188	02	APR	03:00	2	8	3	9	1	1	2	6	6	7	1	1	1	1	1	1	8	4	1	1	1	1	1	1	2	8	1	1	1	9	1	1	3	1	6	7	1	1	1	1	1	9	1	1	1	1	1	1	8	3	8	9	8	2	1	1	2	6
	2189	02	APR	04:00	7	6	3	9	1	1	2	6	6	7	1	1	1	1	1	1	8	4	1	1	1	1	1	1	7	6	1	1	1	7	1	1	3	1	6	7	1	1	1	1	1	7	1	1	1	1	1	1	8	3	8	7	8	2	1	1	7	6
	2190	02	APR	05:00	7	6	3	9	1	1	2	6	6	7	1	1	1	1	1	1	8	4	1	1	1	1	1	1	4	8	1	1	2	9	1	1	3	1	6	7	1	1	1	1	2	9	1	1	1	1	1	1	8	3	8	7	8	2	1	1	7	6
	2191	02	APR	06:00	4	6	3	9	1	1	2	6	6	7	1	1	1	1	1	1	8	4	1	1	1	1	1	1	4	6	1	1	2	1	1	1	3	1	6	7	1	1	1	1	2	1	1	1	1	1	1	1	8	3	8	4	8	2	1	1	4	6
	2192	02	APR	07:00	9	6	3	7	1	1	2	6	6	7	1	1	1	1	1	1	8	4	1	1	1	1	1	1	4	6	1	1	2	9	1	1	3	1	6	7	1	1	1	1	2	9	1	1	1	1	1	1	8	3	8	9	8	2	1	1	9	6
	2193	02	APR	08:00	7	6	3	9	1	1	2	6	6	7	1	1	1	1	1	1	8	4	1	1	1	1	1	1	7	6	1	1	2	9	1	1	3	1	6	7	1	1	1	1	2	9	1	1	1	1	1	1	8	3	8	7	8	4	1	1	7	6
	2194	02	APR	09:00	9	6	3	9	1	1	2	9	6	7	1	1	1	1	1	1	8	4	1	1	1	1	1	1	5	6	1	1	2	9	1	1	3	1	6	7	1	1	1	1	2	9	1	1	1	1	1	1	8	3	8	9	8	2	1	1	9	6
	2195	02	APR	10:00	1	6	3	9	1	1	2	9	6	7	1	1	1	1	1	1	8	4	1	1	1	1	1	1	9	6	1	1	2	9	1	1	3	1	6	7	1	1	1	1	2	9	1	1	1	1	1	1	8	3	8	9	8	4	1	1	2	6
	2196	02	APR	11:00	2	6	3	9	1	1	2	6	6	7	1	1	1	1	1	1	8	4	1	1	1	1	1	1	2	6	1	1	2	1	1	1	3	1	6	7	1	1	1	1	2	1	1	1	1	1	1	1	8	3	8	4	8	4	1	1	2	6
	2197	02	APR	12:00	7	6	3	9	1	1	2	6	6	7	1	1	1	1	1	1	8	4	1	1	1	1	1	1	7	6	1	1	1	7	1	1	3	1	6	7	1	1	1	1	1	7	1	1	1	1	1	1	8	3	1	7	8	4	1	1	2	6
	2198	02	APR	13:00	2	9	3	9	1	1	2	6	6	7	1	1	1	1	1	1	8	4	1	1	1	1	1	1	4	1	1	1	1	6	1	1	3	1	6	7	1	1	1	1	1	6	1	1	1	1	1	1	8	3	8	4	8	4	1	1	2	6
	2199	02	APR	14:00	4	6	3	9	1	1	2	6	6	7	1	1	1	1	1	1	8	4	1	1	1	1	1	1	4	6	1	1	1	3	1	1	3	1	6	7	1	1	1	1	1	3	1	1	1	1	1	1	8	3	1	4	8	7	1	1	2	6
	2200	02	APR	15:00	7	6	3	9	1	1	2	9	6	7	1	1	1	1	1	1	8	4	1	1	1	1	1	1	7	6	1	1	1	7	1	1	3	1	6	7	1	1	1	1	1	7	1	1	1	1	1	1	8	3	1	7	8	7	1	1	2	6
	2201	02	APR	16:00	4	1	3	9	1	1	2	9	6	7	1	1	1	1	1	1	8	4	1	1	1	1	1	1	4	1	1	1	1	7	1	1	3	1	6	7	1	1	1	1	1	7	1	1	1	1	1	1	8	3	1	4	8	7	1	1	4	6
	2202	02	APR	17:00	4	1	3	9	1	1	2	9	6	7	1	1	1	1	1	1	8	4	1	1	1	1	1	1	4	1	1	1	1	7	1	1	3	1	6	7	1	1	1	1	1	7	1	1	1	1	1	1	8	3	1	4	8	7	1	1	4	6
	2203	02	APR	18:00	4	6	3	9	1	1	2	9	6	7	1	1	1	1	1	1	8	4	1	1	1	1	1	1	4	6	1	1	1	7	1	1	3	1	6	7	1	1	1	1	1	7	1	1	1	1	1	1	8	3	1	4	8	7	1	1	4	6
	2204	02	APR	19:00	3	1	3	9	1	1	2	9	6	7	1	1	1	1	1	1	8	4	1	1	1	1	1	1	3	1	1	1	1	3	1	1	3	1	6	7	1	1	1	1	1	3	1	1	1	1	1	1	8	3	1	3	8	7	1	1	4	6
	2205	02	APR	20:00	4	6	3	9	1	1	2	9	6	7	1	1	1	1	1	1	8	4	1	1	1	1	1	1	4	6	1	1	6	9	1	1	3	1	6	7	1	1	1	1	6	9	1	1	1	1	1	1	8	3	8	4	8	7	1	1	4	6
	2206	02	APR	21:00	4	6	3	9	1	1	4	9	6	7	1	1	1	1	1	1	8	4	1	1	1	1	1	1	4	6	1	1	1	9	1	1	3	1	6	7	1	1	1	1	1	9	1	1	1	1	1	1	8	3	8	4	8	7	1	1	4	6
	2207	02	APR	22:00	7	1	3	9	1	1	4	9	6	7	1	1	1	1	1	1	8	4	1	1	1	1	1	1	7	1	1	1	1	7	1	1	3	1	6	7	1	1	1	1	1	7	1	1	1	1	1	1	8	3	1	7	8	7	1	1	4	6
	2208	02	APR	23:00	4	6	3	9	1	1	4	9	6	7	1	1	1	1	1	1	8	4	1	1	1	1	1	1	4	6	1	1	1	9	1	1	3	1	6	7	1	1	1	1	1	9	1	1	1	1	1	1	8	3	1	4	8	7	1	1	4	6
	2209	03	APR	00:00	4	6	3	9	1	1	4	9	6	7	1	1	1	1	1	1	6	9	1	1	1	1	1	1	4	6	1	1	1	3	1	1	3	1	6	7	1	1	1	1	1	3	1	1	1	1	1	1	8	9	1	4	8	7	1	1	4	6
	2210	03	APR	01:00	2	6	3	9	1	1	4	9	6	7	1	1	1	1	1	1	6	9	1	1	1	1	1	1	2	6	1	1	3	1	1	1	3	1	6	7	1	1	1	1	3	1	1	1	1	1	1	1	8	9	5	2	8	7	1	1	4	6
	2211	03	APR	02:00	4	5	3	9	1	1	4	9	6	7	1	1	1	1	1	1	6	9	1	1	1	1	1	1	4	1	1	1	1	4	1	1	3	1	6	7	1	1	1	1	1	4	1	1	1	1	1	1	8	9	8	4	8	7	1	1	4	6
	2212	03	APR	03:00	3	6	3	9	1	1	4	9	6	7	1	1	1	1	1	1	6	9	1	1	1	1	1	1	3	6	1	1	1	3	1	1	3	1	6	7	1	1	1	1	1	3	1	1	1	1	1	1	8	9	1	3	8	7	1	1	4	6
	2213	03	APR	04:00	4	6	3	9	1	1	4	9	6	7	1	1	1	1	1	1	6	9	1	1	1	1	1	1	4	6	1	1	2	1	1	1	3	1	6	7	1	1	1	1	2	1	1	1	1	1	1	1	8	9	8	4	8	7	1	1	4	6
	2214	03	APR	05:00	9	5	3	9	1	1	4	5	6	7	1	1	1	1	1	1	6	9	1	1	1	1	1	1	9	5	1	1	1	9	1	1	3	1	6	7	1	1	1	1	1	9	1	1	1	1	1	1	8	9	5	9	8	4	1	1	4	6
	2215	03	APR	06:00	4	5	3	9	1	1	4	9	6	7	1	1	1	1	1	1	6	9	1	1	1	1	1	1	4	5	1	1	1	6	1	1	3	1	6	7	1	1	1	1	1	6	1	1	1	1	1	1	8	9	8	4	8	4	1	1	4	6
	2216	03	APR	07:00	4	5	3	9	1	1	4	9	6	7	1	1	1	1	1	1	6	9	1	1	1	1	1	1	4	6	1	1	2	1	1	1	3	1	6	7	1	1	1	1	2	1	1	1	1	1	1	1	8	9	8	4	8	4	1	1	4	6
	2217	03	APR	08:00	3	6	3	9	1	1	2	9	6	7	1	1	1	1	1	1	6	9	1	1	1	1	1	1	3	6	1	1	2	1	1	1	3	1	6	7	1	1	1	1	2	1	1	1	1	1	1	1	8	9	5	3	8	7	1	1	4	6
	2218	03	APR	09:00	7	6	3	9	1	1	2	9	6	7	1	1	1	1	1	1	6	9	1	1	1	1	1	1	7	6	1	1	1	3	1	1	3	1	6	7	1	1	1	1	1	3	1	1	1	1	1	1	8	9	8	7	8	7	1	1	4	6
	2219	03	APR	10:00	4	9	3	9	1	1	2	9	6	7	1	1	1	1	1	1	6	9	1	1	1	1	1	1	4	8	1	1	1	4	1	1	3	1	6	7	1	1	1	1	1	4	1	1	1	1	1	1	8	9	8	4	8	7	1	1	4	6
	2220	03	APR	11:00	4	6	3	9	1	1	2	9	6	7	1	1	1	1	1	1	6	9	1	1	1	1	1	1	4	6	1	1	2	1	1	1	3	1	6	7	1	1	1	1	2	1	1	1	1	1	1	1	8	9	6	7	8	7	1	1	4	6
	2221	03	APR	12:00	4	9	3	9	1	1	2	9	6	7	1	1	1	1	1	1	6	9	1	1	1	1	1	1	4	9	1	1	1	4	1	1	3	1	6	7	1	1	1	1	1	4	1	1	1	1	1	1	8	9	1	7	8	7	1	1	4	6
	2222	03	APR	13:00	4	9	3	9	1	1	2	9	6	7	1	1	1	1	1	1	6	9	1	1	1	1	1	1	4	6	1	1	2	1	1	1	3	1	6	7	1	1	1	1	2	1	1	1	1	1	1	1	8	9	8	7	8	7	1	1	4	6
	2223	03	APR	14:00	4	6	3	9	1	1	2	9	6	7	1	1	1	1	1	1	6	9	1	1	1	1	1	1	4	6	1	1	1	3	1	1	3	1	6	7	1	1	1	1	1	3	1	1	1	1	1	1	8	9	1	4	8	7	1	1	4	6
	2224	03	APR	15:00	7	6	3	9	1	1	2	9	6	7	1	1	1	1	1	1	6	9	1	1	1	1	1	1	7	6	1	1	3	1	1	1	3	1	6	7	1	1	1	1	3	1	1	1	1	1	1	1	8	9	8	7	8	7	1	1	7	6
	2225	03	APR	16:00	7	6	3	9	1	1	2	9	6	7	1	1	1	1	1	1	6	9	1	1	1	1	1	1	7	6	1	1	1	3	1	1	3	1	6	7	1	1	1	1	1	3	1	1	1	1	1	1	8	9	8	7	8	7	1	1	7	6
	2226	03	APR	17:00	4	6	3	9	1	1	2	9	6	7	1	1	1	1	1	1	6	9	1	1	1	1	1	1	4	6	1	1	1	4	1	1	3	1	6	7	1	1	1	1	1	4	1	1	1	1	1	1	8	9	8	7	8	7	1	1	7	6
	2227	03	APR	18:00	3	6	3	9	1	1	2	9	6	7	1	1	1	1	1	1	6	9	1	1	1	1	1	1	3	6	1	1	1	3	1	1	3	1	6	7	1	1	1	1	1	3	1	1	1	1	1	1	8	9	1	3	8	7	1	1	2	6
	2228	03	APR	19:00	7	6	3	9	1	1	2	9	6	7	1	1	1	1	1	1	6	9	1	1	1	1	1	1	7	6	1	1	3	1	1	1	3	1	6	7	1	1	1	1	3	1	1	1	1	1	1	1	8	9	5	7	8	7	1	1	2	6
	2229	03	APR	20:00	4	6	3	9	1	1	2	9	6	7	1	1	1	1	1	1	6	9	1	1	1	1	1	1	4	6	1	1	1	3	1	1	3	1	6	7	1	1	1	1	1	3	1	1	1	1	1	1	8	9	8	4	8	7	1	1	2	6
	2230	03	APR	21:00	4	5	3	9	1	1	2	9	6	7	1	1	1	1	1	1	6	9	1	1	1	1	1	1	4	1	1	1	1	4	1	1	3	1	6	7	1	1	1	1	1	4	1	1	1	1	1	1	8	9	1	4	8	7	1	1	2	6
	2231	03	APR	22:00	5	8	3	9	1	1	2	9	6	7	1	1	1	1	1	1	6	9	1	1	1	1	1	1	5	6	1	1	2	1	1	1	3	1	6	7	1	1	1	1	2	1	1	1	1	1	1	1	8	9	8	7	8	7	1	1	2	6
	2232	03	APR	23:00	7	8	3	9	1	1	7	9	6	7	1	1	1	1	1	1	6	9	1	1	1	1	1	1	7	6	1	1	1	3	1	1	3	1	6	7	1	1	1	1	1	3	1	1	1	1	1	1	8	9	8	7	8	7	1	1	2	6
	2233	04	APR	00:00	7	5	3	8	1	1	2	9	6	7	1	1	1	1	1	1	6	9	1	1	1	1	1	1	7	1	1	1	2	4	1	1	3	1	6	7	1	1	1	1	2	4	1	1	1	1	1	1	8	9	8	7	8	7	1	1	7	3
	2234	04	APR	01:00	7	6	3	9	1	1	2	9	6	7	1	1	1	1	1	1	6	9	1	1	1	1	1	1	4	6	1	1	5	1	1	1	3	1	6	7	1	1	1	1	5	1	1	1	1	1	1	1	8	9	8	7	8	7	1	1	7	3
	2235	04	APR	02:00	9	6	3	9	1	1	2	9	6	7	1	1	1	1	1	1	6	9	1	1	1	1	1	1	9	6	1	1	1	3	1	1	3	1	6	7	1	1	1	1	1	3	1	1	1	1	1	1	8	9	8	9	8	7	1	1	7	3
	2236	04	APR	03:00	9	6	3	9	1	1	2	3	6	7	1	1	1	1	1	1	6	9	1	1	1	1	1	1	9	6	1	1	2	1	1	1	3	1	6	7	1	1	1	1	2	1	1	1	1	1	1	1	8	9	8	9	8	7	1	1	7	3
	2237	04	APR	04:00	4	6	3	9	1	1	2	3	6	7	1	1	1	1	1	1	6	9	1	1	1	1	1	1	9	6	1	1	3	1	1	1	3	1	6	7	1	1	1	1	3	1	1	1	1	1	1	1	8	9	8	9	8	7	1	1	7	3
	2238	04	APR	05:00	2	8	3	9	1	1	2	9	6	7	1	1	1	1	1	1	6	9	1	1	1	1	1	1	4	8	1	1	3	1	1	1	3	1	6	7	1	1	1	1	3	1	1	1	1	1	1	1	8	9	8	4	8	7	1	1	7	3
	2239	04	APR	06:00	7	6	3	9	1	1	2	9	6	7	1	1	1	1	1	1	6	9	1	1	1	1	1	1	4	6	1	1	3	1	1	1	3	1	6	7	1	1	1	1	3	1	1	1	1	1	1	1	8	9	8	7	8	7	1	1	7	3
	2240	04	APR	07:00	7	6	3	9	1	1	2	9	6	7	1	1	1	1	1	1	6	9	1	1	1	1	1	1	9	6	1	1	2	1	1	1	3	1	6	7	1	1	1	1	2	1	1	1	1	1	1	1	8	9	8	7	8	7	1	1	7	3
	2241	04	APR	08:00	7	6	3	9	1	1	2	9	6	7	1	1	1	1	1	1	6	9	1	1	1	1	1	1	7	6	1	1	3	1	1	1	3	1	6	7	1	1	1	1	3	1	1	1	1	1	1	1	8	9	5	7	8	7	1	1	7	3
	2242	04	APR	09:00	2	8	3	9	1	1	2	3	6	7	1	1	1	1	1	1	6	9	1	1	1	1	1	1	9	8	1	1	3	1	1	1	3	1	6	7	1	1	1	1	3	1	1	1	1	1	1	1	8	9	8	9	8	7	1	1	7	3
	2243	04	APR	10:00	7	8	3	9	1	1	2	3	6	7	1	1	1	1	1	1	6	9	1	1	1	1	1	1	7	6	1	1	3	1	1	1	3	1	6	7	1	1	1	1	3	1	1	1	1	1	1	1	8	9	8	7	8	7	1	1	7	3
	2244	04	APR	11:00	2	8	3	9	1	1	2	3	6	7	1	1	1	1	1	1	6	9	1	1	1	1	1	1	2	8	1	1	1	4	1	1	3	1	6	7	1	1	1	1	1	4	1	1	1	1	1	1	8	9	8	4	8	7	1	1	7	3
	2245	04	APR	12:00	2	8	3	9	1	1	2	3	6	7	1	1	1	1	1	1	6	9	1	1	1	1	1	1	2	8	1	1	1	3	1	1	3	1	6	7	1	1	1	1	1	3	1	1	1	1	1	1	8	9	8	3	8	7	1	1	7	3
