C	area	de	hourly
	VARIABLES	BEGIN	END
	9	1	8736

C	hourly				BASE	INT	PEAK	BASE	INT	PEAK	BASE	INT	PEAK
					MWh	MWh	MWh	NP Cost - Euro	NP Cost - Euro	NP Cost - Euro	NODU	NODU	NODU
	index	day	month	hour	EXP	EXP	EXP	EXP	EXP	EXP	EXP	EXP	EXP
	2151	31	MAR	14:00	38833	14980	0	0	0	0	39	23	0
	2152	31	MAR	15:00	38833	15348	0	0	0	0	39	23	0
	2153	31	MAR	16:00	38833	15671	0	0	0	0	39	23	0
	2154	31	MAR	17:00	38833	17970	0	0	0	0	39	23	0
	2155	31	MAR	18:00	38833	16000	0	0	0	0	39	23	0
	2156	31	MAR	19:00	38833	17257	0	0	0	0	39	23	0
	2157	31	MAR	20:00	38833	18000	0	0	0	0	39	23	0
	2158	31	MAR	21:00	38833	17250	0	0	0	0	39	22	0
	2159	31	MAR	22:00	38833	16735	0	0	0	0	39	22	0
	2160	31	MAR	23:00	38833	14362	0	0	0	0	39	21	0
	2161	01	APR	00:00	38583	10799	0	0	0	0	39	20	0
	2162	01	APR	01:00	38583	10224	0	0	0	0	39	20	0
	2163	01	APR	02:00	38583	8836	0	0	0	0	39	19	0
	2164	01	APR	03:00	38583	7660	0	0	0	0	39	19	0
	2165	01	APR	04:00	38583	6591	0	0	0	0	39	18	0
	2166	01	APR	05:00	38583	5962	0	0	0	0	39	18	0
	2167	01	APR	06:00	38583	5810	0	0	0	0	39	17	0
	2168	01	APR	07:00	38583	5163	0	0	0	0	39	18	0
	2169	01	APR	08:00	38583	5208	0	0	0	0	39	18	0
	2170	01	APR	09:00	38583	5489	0	0	0	0	39	18	0
	2171	01	APR	10:00	38583	7050	0	0	0	0	39	18	0
	2172	01	APR	11:00	38583	7134	0	0	0	0	39	19	0
	2173	01	APR	12:00	38583	7820	0	0	0	0	39	19	0
	2174	01	APR	13:00	38583	10457	0	0	0	0	39	20	0
	2175	01	APR	14:00	38583	12193	0	0	0	0	39	20	0
	2176	01	APR	15:00	38583	13070	0	0	0	0	39	21	0
	2177	01	APR	16:00	38583	14061	0	0	0	0	39	21	0
	2178	01	APR	17:00	38583	14788	0	0	0	0	39	21	0
	2179	01	APR	18:00	38583	15227	0	0	0	0	39	21	0
	2180	01	APR	19:00	38583	14222	0	0	0	0	39	22	0
	2181	01	APR	20:00	38583	13581	0	0	0	0	39	22	0
	2182	01	APR	21:00	38583	13883	0	0	0	0	39	21	0
	2183	01	APR	22:00	38583	12587	0	0	0	0	39	21	0
	2184	01	APR	23:00	38583	12215	0	0	0	0	39	21	0
	2185	02	APR	00:00	38333	12222	0	0	0	0	38	21	0
	2186	02	APR	01:00	38333	12958	0	0	0	0	38	21	0
	2187	02	APR	02:00	38333	10412	0	0	0	0	38	20	0
	2188	02	APR	03:00	38333	8534	0	0	0	0	38	20	0
	2189	02	APR	04:00	38333	6863	0	0	0	0	38	19	0
	2190	02	APR	05:00	38333	5983	0	0	0	0	38	19	0
	2191	02	APR	06:00	38333	5505	0	0	0	0	38	18	0
	2192	02	APR	07:00	38330	5459	0	0	0	0	38	18	0
	2193	02	APR	08:00	38297	6722	0	0	0	0	38	19	0
	2194	02	APR	09:00	38333	6225	0	0	0	0	38	19	0
	2195	02	APR	10:00	38333	8648	0	0	0	0	38	19	0
	2196	02	APR	11:00	38333	9613	0	0	0	0	38	20	0
	2197	02	APR	12:00	38333	9819	0	0	0	0	38	20	0
	2198	02	APR	13:00	38333	10936	0	0	0	0	38	20	0
	2199	02	APR	14:00	38333	11613	0	0	0	0	38	21	0
	2200	02	APR	15:00	38333	12662	0	0	0	0	38	21	0
	2201	02	APR	16:00	38333	14458	0	0	0	0	38	22	0
	2202	02	APR	17:00	38333	14442	0	0	0	0	38	22	0
	2203	02	APR	18:00	38333	14622	0	0	0	0	38	22	0
	2204	02	APR	19:00	38333	13361	0	0	0	0	38	22	0
	2205	02	APR	20:00	38333	15657	0	0	0	0	38	22	0
	2206	02	APR	21:00	38333	15535	0	0	0	0	38	22	0
	2207	02	APR	22:00	38333	15664	0	0	0	0	38	22	0
	2208	02	APR	23:00	38333	13095	0	0	0	0	38	22	0
	2209	03	APR	00:00	38750	16260	0	0	0	0	39	22	0
	2210	03	APR	01:00	38750	14469	0	0	0	0	39	22	0
	2211	03	APR	02:00	38750	14390	0	0	0	0	39	22	0
	2212	03	APR	03:00	38750	11865	0	0	0	0	39	22	0
	2213	03	APR	04:00	38750	10246	0	0	0	0	39	21	0
	2214	03	APR	05:00	38750	10361	0	0	0	0	39	21	0
	2215	03	APR	06:00	38750	8693	0	0	0	0	39	20	0
	2216	03	APR	07:00	38750	8670	0	0	0	0	39	20	0
	2217	03	APR	08:00	38750	9694	0	0	0	0	39	21	0
	2218	03	APR	09:00	38750	10448	0	0	0	0	39	21	0
	2219	03	APR	10:00	38750	9012	0	0	0	0	39	21	0
	2220	03	APR	11:00	38750	11180	0	0	0	0	39	21	0
	2221	03	APR	12:00	38750	12787	0	0	0	0	39	22	0
	2222	03	APR	13:00	38750	13087	0	0	0	0	39	22	0
	2223	03	APR	14:00	38750	14381	0	0	0	0	39	22	0
	2224	03	APR	15:00	38750	16133	0	0	0	0	39	22	0
	2225	03	APR	16:00	38750	17745	0	0	0	0	39	23	0
	2226	03	APR	17:00	38750	17307	0	0	0	0	39	23	0
	2227	03	APR	18:00	38750	19022	0	0	0	0	39	24	0
	2228	03	APR	19:00	38750	18626	0	0	0	0	39	24	0
	2229	03	APR	20:00	38750	18493	0	0	0	0	39	24	0
	2230	03	APR	21:00	38750	17444	0	0	0	0	39	24	0
	2231	03	APR	22:00	38750	18772	0	0	0	0	39	24	0
	2232	03	APR	23:00	38750	18240	0	0	0	0	39	24	0
	2233	04	APR	00:00	39000	18583	0	0	0	0	39	24	0
	2234	04	APR	01:00	39000	17254	0	0	0	0	39	24	0
	2235	04	APR	02:00	39000	16459	0	0	0	0	39	23	0
	2236	04	APR	03:00	39000	14264	0	0	0	0	39	23	0
	2237	04	APR	04:00	39000	13490	0	0	0	0	39	23	0
	2238	04	APR	05:00	39000	10753	0	0	0	0	39	23	0
	2239	04	APR	06:00	39000	12097	0	0	0	0	39	23	0
	2240	04	APR	07:00	39000	12557	0	0	0	0	39	23	0
	2241	04	APR	08:00	39000	12741	0	0	0	0	39	23	0
	2242	04	APR	09:00	39000	11321	0	0	0	0	39	23	0
	2243	04	APR	10:00	39000	14104	0	0	0	0	39	23	0
	2244	04	APR	11:00	39000	11329	0	0	0	0	39	23	0
	2245	04	APR	12:00	39000	15724	0	0	0	0	39	23	0
	2246	04	APR	13:00	39000	16931	0	0	0	0	39	23	0
	2247	04	APR	14:00	39000	17100	0	0	0	0	39	24	0
	2248	04	APR	15:00	39000	18812	0	0	0	0	39	24	0
	2249	04	APR	16:00	39000	17780	0	0	0	0	39	24	0
	2250	04	APR	17:00	39000	20566	0	0	0	0	39	24	0
	2251	04	APR	18:00	39000	22197	0	0	0	0	39	25	0
	2252	04	APR	19:00	39000	21960	0	0	0	0	39	25	0
	2253	04	APR	20:00	39000	21088	0	0	0	0	39	25	0
	2254	04	APR	21:00	39000	21491	0	0	0	0	39	25	0
	2255	04	APR	22:00	39000	22809	0	0	0	0	39	24	0
	2256	04	APR	23:00	39000	17426	0	0	0	0	39	24	0
	2257	05	APR	00:00	38750	18106	0	0	0	0	39	24	0
	2258	05	APR	01:00	38750	16549	0	0	0	0	39	24	0
	2259	05	APR	02:00	38750	16378	0	0	0	0	39	24	0
	2260	05	APR	03:00	38750	14461	0	0	0	0	39	24	0
	2261	05	APR	04:00	38750	13884	0	0	0	0	39	24	0
	2262	05	APR	05:00	38750	12539	0	0	0	0	39	24	0
	2263	05	APR	06:00	38750	11975	0	0	0	0	39	24	0
	2264	05	APR	07:00	38750	11324	0	0	0	0	39	23	0
	2265	05	APR	08:00	38750	14090	0	0	0	0	39	24	0
	2266	05	APR	09:00	38750	13260	0	0	0	0	39	24	0
	2267	05	APR	10:00	38750	14077	0	0	0	0	39	24	0
	2268	05	APR	11:00	38750	13241	0	0	0	0	39	24	0
	2269	05	APR	12:00	38750	15631	0	0	0	0	39	24	0
	2270	05	APR	13:00	38750	19350	0	0	0	0	39	24	0
	2271	05	APR	14:00	38750	19456	0	0	0	0	39	24	0
	2272	05	APR	15:00	38750	19289	0	0	0	0	39	24	0
	2273	05	APR	16:00	38750	22150	0	0	0	0	39	25	0
	2274	05	APR	17:00	38750	18289	0	0	0	0	39	25	0
	2275	05	APR	18:00	38750	22450	0	0	0	0	39	25	0
	2276	05	APR	19:00	38750	23275	0	0	0	0	39	25	0
	2277	05	APR	20:00	38750	21093	0	0	0	0	39	24	0
	2278	05	APR	21:00	38750	21820	0	0	0	0	39	24	0
	2279	05	APR	22:00	38750	22682	0	0	0	0	39	23	0
	2280	05	APR	23:00	38750	19661	0	0	0	0	39	22	0
	2281	06	APR	00:00	38583	16414	0	0	0	0	39	21	0
	2282	06	APR	01:00	38583	12594	0	0	0	0	39	21	0
	2283	06	APR	02:00	38583	12503	0	0	0	0	39	21	0
	2284	06	APR	03:00	38583	10164	0	0	0	0	39	21	0
	2285	06	APR	04:00	38583	8935	0	0	0	0	39	21	0
	2286	06	APR	05:00	38583	8046	0	0	0	0	39	21	0
	2287	06	APR	06:00	38583	7778	0	0	0	0	39	21	0
	2288	06	APR	07:00	38583	8039	0	0	0	0	39	21	0
	2289	06	APR	08:00	38583	9996	0	0	0	0	39	21	0
	2290	06	APR	09:00	38583	9690	0	0	0	0	39	21	0
	2291	06	APR	10:00	38583	12059	0	0	0	0	39	22	0
	2292	06	APR	11:00	38583	12055	0	0	0	0	39	22	0
	2293	06	APR	12:00	38583	10771	0	0	0	0	39	22	0
	2294	06	APR	13:00	38583	13936	0	0	0	0	39	22	0
	2295	06	APR	14:00	38583	15370	0	0	0	0	39	22	0
	2296	06	APR	15:00	38583	15348	0	0	0	0	39	22	0
	2297	06	APR	16:00	38583	16383	0	0	0	0	39	22	0
	2298	06	APR	17:00	38583	17850	0	0	0	0	39	22	0
	2299	06	APR	18:00	38583	17695	0	0	0	0	39	22	0
	2300	06	APR	19:00	38583	16650	0	0	0	0	39	22	0
	2301	06	APR	20:00	38583	17934	0	0	0	0	39	21	0
	2302	06	APR	21:00	38583	16829	0	0	0	0	39	21	0
	2303	06	APR	22:00	38583	16407	0	0	0	0	39	20	0
	2304	06	APR	23:00	38583	17228	0	0	0	0	39	19	0
	2305	07	APR	00:00	39000	9393	0	0	0	0	39	18	0
	2306	07	APR	01:00	39000	8163	0	0	0	0	39	17	0
	2307	07	APR	02:00	39000	7188	0	0	0	0	39	17	0
	2308	07	APR	03:00	39000	7527	0	0	0	0	39	17	0
	2309	07	APR	04:00	39000	5535	0	0	0	0	39	17	0
	2310	07	APR	05:00	38976	5587	0	0	0	0	39	16	0
	2311	07	APR	06:00	38935	4025	0	0	0	0	39	16	0
	2312	07	APR	07:00	38912	5769	0	0	0	0	39	17	0
	2313	07	APR	08:00	38951	3681	0	0	0	0	39	17	0
	2314	07	APR	09:00	39000	5746	0	0	0	0	39	16	0
	2315	07	APR	10:00	39000	5366	0	0	0	0	39	17	0
	2316	07	APR	11:00	39000	5880	0	0	0	0	39	17	0
	2317	07	APR	12:00	39000	7789	0	0	0	0	39	17	0
	2318	07	APR	13:00	39000	9580	0	0	0	0	39	18	0
	2319	07	APR	14:00	39000	11676	0	0	0	0	39	18	0
	2320	07	APR	15:00	39000	11504	0	0	0	0	39	18	0
	2321	07	APR	16:00	39000	12062	0	0	0	0	39	18	0
	2322	07	APR	17:00	39000	12239	0	0	0	0	39	18	0
	2323	07	APR	18:00	39000	12962	0	0	0	0	39	19	0
	2324	07	APR	19:00	39000	12773	0	0	0	0	39	18	0
	2325	07	APR	20:00	39000	14124	0	0	0	0	39	18	0
	2326	07	APR	21:00	39000	12630	0	0	0	0	39	17	0
	2327	07	APR	22:00	39000	12850	0	0	0	0	39	17	0
	2328	07	APR	23:00	39000	10598	0	0	0	0	39	16	0
	2329	08	APR	00:00	39000	8298	0	0	0	0	39	14	0
	2330	08	APR	01:00	39000	6020	0	0	0	0	39	13	0
	2331	08	APR	02:00	38939	5867	0	0	0	0	39	12	0
	2332	08	APR	03:00	38835	4727	0	0	0	0	39	11	0
	2333	08	APR	04:00	38804	3965	0	0	0	0	39	11	0
	2334	08	APR	05:00	38632	3748	0	0	0	0	39	11	0
	2335	08	APR	06:00	38560	2927	0	0	0	0	39	10	0
	2336	08	APR	07:00	38604	2986	0	0	0	0	39	10	0
	2337	08	APR	08:00	38559	3250	0	0	0	0	39	10	0
	2338	08	APR	09:00	38723	3635	0	0	0	0	39	10	0
	2339	08	APR	10:00	38840	4325	0	0	0	0	39	11	0
	2340	08	APR	11:00	38952	4668	0	0	0	0	39	12	0
	2341	08	APR	12:00	39000	6465	0	0	0	0	39	13	0
	2342	08	APR	13:00	39000	7761	0	0	0	0	39	14	0
	2343	08	APR	14:00	39000	7865	0	0	0	0	39	15	0
	2344	08	APR	15:00	39000	10741	0	0	0	0	39	16	0
	2345	08	APR	16:00	39000	10241	0	0	0	0	39	16	0
	2346	08	APR	17:00	39000	10931	0	0	0	0	39	17	0
	2347	08	APR	18:00	39000	11733	0	0	0	0	39	17	0
	2348	08	APR	19:00	39000	10860	0	0	0	0	39	17	0
	2349	08	APR	20:00	39000	10982	0	0	0	0	39	17	0
	2350	08	APR	21:00	39000	11629	0	0	0	0	39	17	0
	2351	08	APR	22:00	39000	9965	0	0	0	0	39	16	0
	2352	08	APR	23:00	39000	9643	0	0	0	0	39	16	0
	2353	09	APR	00:00	38750	8751	0	0	0	0	39	16	0
	2354	09	APR	01:00	38750	7757	0	0	0	0	39	15	0
	2355	09	APR	02:00	38750	8419	0	0	0	0	39	15	0
	2356	09	APR	03:00	38750	5794	0	0	0	0	39	14	0
	2357	09	APR	04:00	38711	5401	0	0	0	0	39	14	0
	2358	09	APR	05:00	38695	4957	0	0	0	0	39	13	0
	2359	09	APR	06:00	38689	2319	0	0	0	0	39	13	0
	2360	09	APR	07:00	38692	5162	0	0	0	0	39	13	0
	2361	09	APR	08:00	38718	2780	0	0	0	0	39	13	0
	2362	09	APR	09:00	38750	3499	0	0	0	0	39	13	0
	2363	09	APR	10:00	38750	4382	0	0	0	0	39	14	0
	2364	09	APR	11:00	38750	7296	0	0	0	0	39	14	0
	2365	09	APR	12:00	38750	7030	0	0	0	0	39	14	0
	2366	09	APR	13:00	38750	7411	0	0	0	0	39	14	0
	2367	09	APR	14:00	38750	10059	0	0	0	0	39	15	0
	2368	09	APR	15:00	38750	11424	0	0	0	0	39	17	0
	2369	09	APR	16:00	38750	11162	0	0	0	0	39	17	0
	2370	09	APR	17:00	38750	13366	0	0	0	0	39	18	0
	2371	09	APR	18:00	38750	13133	0	0	0	0	39	18	0
	2372	09	APR	19:00	38750	13765	0	0	0	0	39	18	0
	2373	09	APR	20:00	38750	13138	0	0	0	0	39	18	0
	2374	09	APR	21:00	38750	10871	0	0	0	0	39	18	0
	2375	09	APR	22:00	38750	11106	0	0	0	0	39	18	0
	2376	09	APR	23:00	38750	11954	0	0	0	0	39	18	0
	2377	10	APR	00:00	39083	13176	0	0	0	0	39	18	0
	2378	10	APR	01:00	39083	13067	0	0	0	0	39	17	0
	2379	10	APR	02:00	39083	11082	0	0	0	0	39	17	0
	2380	10	APR	03:00	39083	7499	0	0	0	0	39	16	0
	2381	10	APR	04:00	39083	6120	0	0	0	0	39	15	0
	2382	10	APR	05:00	39083	8069	0	0	0	0	39	15	0
	2383	10	APR	06:00	39083	5036	0	0	0	0	39	13	0
	2384	10	APR	07:00	39083	6428	0	0	0	0	39	14	0
	2385	10	APR	08:00	39083	6861	0	0	0	0	39	15	0
	2386	10	APR	09:00	39083	9191	0	0	0	0	39	15	0
	2387	10	APR	10:00	39083	8217	0	0	0	0	39	16	0
	2388	10	APR	11:00	39083	8393	0	0	0	0	39	16	0
	2389	10	APR	12:00	39083	10860	0	0	0	0	39	17	0
	2390	10	APR	13:00	39083	12766	0	0	0	0	39	17	0
	2391	10	APR	14:00	39083	11737	0	0	0	0	39	18	0
	2392	10	APR	15:00	39083	13350	0	0	0	0	39	18	0
	2393	10	APR	16:00	39083	14224	0	0	0	0	39	18	0
	2394	10	APR	17:00	39083	16585	0	0	0	0	39	19	0
	2395	10	APR	18:00	39083	16113	0	0	0	0	39	20	0
	2396	10	APR	19:00	39083	17032	0	0	0	0	39	20	0
	2397	10	APR	20:00	39083	17635	0	0	0	0	39	20	0
	2398	10	APR	21:00	39083	15233	0	0	0	0	39	20	0
	2399	10	APR	22:00	39083	14788	0	0	0	0	39	20	0
	2400	10	APR	23:00	39083	14779	0	0	0	0	39	20	0
	2401	11	APR	00:00	39417	13636	0	0	0	0	39	20	0
	2402	11	APR	01:00	39417	15830	0	0	0	0	39	20	0
	2403	11	APR	02:00	39417	12803	0	0	0	0	39	19	0
	2404	11	APR	03:00	39417	12079	0	0	0	0	39	19	0
	2405	11	APR	04:00	39417	9592	0	0	0	0	39	18	0
	2406	11	APR	05:00	39417	8184	0	0	0	0	39	18	0
	2407	11	APR	06:00	39417	9680	0	0	0	0	39	18	0
	2408	11	APR	07:00	39417	8708	0	0	0	0	39	18	0
	2409	11	APR	08:00	39417	7711	0	0	0	0	39	18	0
	2410	11	APR	09:00	39417	10210	0	0	0	0	39	18	0
	2411	11	APR	10:00	39417	11571	0	0	0	0	39	19	0
	2412	11	APR	11:00	39417	12604	0	0	0	0	39	19	0
	2413	11	APR	12:00	39417	13829	0	0	0	0	39	19	0
	2414	11	APR	13:00	39417	14443	0	0	0	0	39	20	0
	2415	11	APR	14:00	39417	14619	0	0	0	0	39	20	0
	2416	11	APR	15:00	39417	17012	0	0	0	0	39	21	0
	2417	11	APR	16:00	39417	17472	0	0	0	0	39	21	0
	2418	11	APR	17:00	39417	18744	0	0	0	0	39	22	0
	2419	11	APR	18:00	39417	19169	0	0	0	0	39	22	0
	2420	11	APR	19:00	39417	19862	0	0	0	0	39	22	0
	2421	11	APR	20:00	39417	16585	0	0	0	0	39	22	0
	2422	11	APR	21:00	39417	18378	0	0	0	0	39	21	0
	2423	11	APR	22:00	39417	14518	0	0	0	0	39	21	0
	2424	11	APR	23:00	39417	15463	0	0	0	0	39	21	0
	2425	12	APR	00:00	39750	15681	0	0	0	0	40	21	0
	2426	12	APR	01:00	39750	14373	0	0	0	0	40	21	0
	2427	12	APR	02:00	39750	12439	0	0	0	0	40	21	0
	2428	12	APR	03:00	39750	10138	0	0	0	0	40	21	0
	2429	12	APR	04:00	39750	8447	0	0	0	0	40	20	0
	2430	12	APR	05:00	39750	8799	0	0	0	0	40	20	0
	2431	12	APR	06:00	39750	9064	0	0	0	0	40	20	0
	2432	12	APR	07:00	39750	10044	0	0	0	0	40	20	0
	2433	12	APR	08:00	39750	7865	0	0	0	0	40	20	0
	2434	12	APR	09:00	39750	8241	0	0	0	0	40	20	0
	2435	12	APR	10:00	39750	10013	0	0	0	0	40	20	0
	2436	12	APR	11:00	39750	10463	0	0	0	0	40	20	0
	2437	12	APR	12:00	39750	12926	0	0	0	0	40	20	0
	2438	12	APR	13:00	39750	12013	0	0	0	0	40	21	0
	2439	12	APR	14:00	39750	14005	0	0	0	0	40	21	0
	2440	12	APR	15:00	39750	15619	0	0	0	0	40	21	0
	2441	12	APR	16:00	39750	16138	0	0	0	0	40	21	0
	2442	12	APR	17:00	39750	15894	0	0	0	0	40	21	0
	2443	12	APR	18:00	39750	19490	0	0	0	0	40	21	0
	2444	12	APR	19:00	39750	16884	0	0	0	0	40	21	0
	2445	12	APR	20:00	39750	15482	0	0	0	0	40	20	0
	2446	12	APR	21:00	39750	17294	0	0	0	0	40	20	0
	2447	12	APR	22:00	39750	17111	0	0	0	0	40	19	0
	2448	12	APR	23:00	39750	15349	0	0	0	0	40	18	0
	2449	13	APR	00:00	39750	9878	0	0	0	0	40	16	0
	2450	13	APR	01:00	39750	9345	0	0	0	0	40	15	0
	2451	13	APR	02:00	39750	6959	0	0	0	0	40	14	0
	2452	13	APR	03:00	39750	7849	0	0	0	0	40	14	0
	2453	13	APR	04:00	39750	6660	0	0	0	0	40	13	0
	2454	13	APR	05:00	39750	7105	0	0	0	0	40	13	0
	2455	13	APR	06:00	39750	5918	0	0	0	0	40	14	0
	2456	13	APR	07:00	39750	5078	0	0	0	0	40	13	0
	2457	13	APR	08:00	39750	7268	0	0	0	0	40	14	0
	2458	13	APR	09:00	39750	7334	0	0	0	0	40	14	0
	2459	13	APR	10:00	39750	6819	0	0	0	0	40	13	0
	2460	13	APR	11:00	39750	8064	0	0	0	0	40	14	0
	2461	13	APR	12:00	39750	9883	0	0	0	0	40	14	0
	2462	13	APR	13:00	39750	8020	0	0	0	0	40	14	0
	2463	13	APR	14:00	39750	11984	0	0	0	0	40	16	0
	2464	13	APR	15:00	39750	12979	0	0	0	0	40	16	0
	2465	13	APR	16:00	39750	13201	0	0	0	0	40	17	0
	2466	13	APR	17:00	39750	15227	0	0	0	0	40	17	0
	2467	13	APR	18:00	39750	15176	0	0	0	0	40	18	0
	2468	13	APR	19:00	39750	14702	0	0	0	0	40	17	0
	2469	13	APR	20:00	39750	13847	0	0	0	0	40	17	0
	2470	13	APR	21:00	39750	12714	0	0	0	0	40	17	0
	2471	13	APR	22:00	39750	15242	0	0	0	0	40	16	0
	2472	13	APR	23:00	39750	12431	0	0	0	0	40	14	0
	2473	14	APR	00:00	39250	8682	0	0	0	0	39	11	0
	2474	14	APR	01:00	39250	6505	0	0	0	0	39	10	0
	2475	14	APR	02:00	39107	3942	0	0	0	0	39	9	0
	2476	14	APR	03:00	39037	3546	0	0	0	0	39	9	0
	2477	14	APR	04:00	38947	3530	0	0	0	0	39	7	0
	2478	14	APR	05:00	38935	3171	0	0	0	0	39	8	0
	2479	14	APR	06:00	38848	2274	0	0	0	0	39	8	0
	2480	14	APR	07:00	38742	2818	0	0	0	0	39	8	0
	2481	14	APR	08:00	38816	3046	0	0	0	0	39	8	0
	2482	14	APR	09:00	38960	2593	0	0	0	0	39	8	0
	2483	14	APR	10:00	39022	3729	0	0	0	0	39	9	0
	2484	14	APR	11:00	39125	4655	0	0	0	0	39	9	0
	2485	14	APR	12:00	39250	5565	0	0	0	0	39	9	0
	2486	14	APR	13:00	39250	8176	0	0	0	0	39	11	0
	2487	14	APR	14:00	39250	9062	0	0	0	0	39	12	0
	2488	14	APR	15:00	39250	9218	0	0	0	0	39	13	0
	2489	14	APR	16:00	39250	10377	0	0	0	0	39	13	0
	2490	14	APR	17:00	39250	10912	0	0	0	0	39	13	0
	2491	14	APR	18:00	39250	11710	0	0	0	0	39	14	0
	2492	14	APR	19:00	39250	13199	0	0	0	0	39	14	0
	2493	14	APR	20:00	39250	12183	0	0	0	0	39	13	0
	2494	14	APR	21:00	39250	11417	0	0	0	0	39	12	0
	2495	14	APR	22:00	39250	9199	0	0	0	0	39	11	0
	2496	14	APR	23:00	39250	8886	0	0	0	0	39	10	0
	2497	15	APR	00:00	39179	5860	0	0	0	0	39	8	0
	2498	15	APR	01:00	39086	4790	0	0	0	0	39	7	0
	2499	15	APR	02:00	38968	2986	0	0	0	0	39	6	0
	2500	15	APR	03:00	38710	2812	0	0	0	0	39	6	0
	2501	15	APR	04:00	38559	2079	0	0	0	0	39	5	0
	2502	15	APR	05:00	38419	1956	0	0	0	0	39	5	0
	2503	15	APR	06:00	38275	933	0	0	0	0	39	4	0
	2504	15	APR	07:00	38277	1401	0	0	0	0	39	4	0
	2505	15	APR	08:00	38280	931	0	0	0	0	39	4	0
	2506	15	APR	09:00	38352	1366	0	0	0	0	39	5	0
	2507	15	APR	10:00	38515	2147	0	0	0	0	39	5	0
	2508	15	APR	11:00	38882	3468	0	0	0	0	39	6	0
	2509	15	APR	12:00	38943	2315	0	0	0	0	39	6	0
	2510	15	APR	13:00	38999	4134	0	0	0	0	39	7	0
	2511	15	APR	14:00	39184	6825	0	0	0	0	39	9	0
	2512	15	APR	15:00	39312	6981	0	0	0	0	39	9	0
	2513	15	APR	16:00	39333	7573	0	0	0	0	39	10	0
	2514	15	APR	17:00	39333	8022	0	0	0	0	39	10	0
	2515	15	APR	18:00	39333	9592	0	0	0	0	39	11	0
	2516	15	APR	19:00	39333	10557	0	0	0	0	39	11	0
	2517	15	APR	20:00	39333	9126	0	0	0	0	39	11	0
	2518	15	APR	21:00	39333	8779	0	0	0	0	39	11	0
	2519	15	APR	22:00	39333	7288	0	0	0	0	39	10	0
	2520	15	APR	23:00	39333	6883	0	0	0	0	39	10	0
	2521	16	APR	00:00	39083	5817	0	0	0	0	39	9	0
	2522	16	APR	01:00	39083	5904	0	0	0	0	39	8	0
	2523	16	APR	02:00	39083	4616	0	0	0	0	39	7	0
	2524	16	APR	03:00	39083	5319	0	0	0	0	39	7	0
	2525	16	APR	04:00	39037	4120	0	0	0	0	39	6	0
	2526	16	APR	05:00	38892	2411	0	0	0	0	39	5	0
	2527	16	APR	06:00	38901	1557	0	0	0	0	39	5	0
	2528	16	APR	07:00	38816	2349	0	0	0	0	39	5	0
	2529	16	APR	08:00	38811	2998	0	0	0	0	39	6	0
	2530	16	APR	09:00	38867	3161	0	0	0	0	39	5	0
	2531	16	APR	10:00	38995	4093	0	0	0	0	39	6	0
	2532	16	APR	11:00	39083	3655	0	0	0	0	39	6	0
	2533	16	APR	12:00	39083	4881	0	0	0	0	39	7	0
	2534	16	APR	13:00	39083	5930	0	0	0	0	39	8	0
	2535	16	APR	14:00	39083	8436	0	0	0	0	39	10	0
	2536	16	APR	15:00	39083	7235	0	0	0	0	39	10	0
	2537	16	APR	16:00	39083	9269	0	0	0	0	39	11	0
	2538	16	APR	17:00	39083	10680	0	0	0	0	39	12	0
	2539	16	APR	18:00	39083	10421	0	0	0	0	39	12	0
	2540	16	APR	19:00	39083	9862	0	0	0	0	39	13	0
	2541	16	APR	20:00	39083	10000	0	0	0	0	39	13	0
	2542	16	APR	21:00	39083	10000	0	0	0	0	39	13	0
	2543	16	APR	22:00	39083	9878	0	0	0	0	39	13	0
	2544	16	APR	23:00	39083	8035	0	0	0	0	39	13	0
	2545	17	APR	00:00	38917	11675	0	0	0	0	39	13	0
	2546	17	APR	01:00	38917	7636	0	0	0	0	39	12	0
	2547	17	APR	02:00	38917	7551	0	0	0	0	39	11	0
	2548	17	APR	03:00	38917	6125	0	0	0	0	39	11	0
	2549	17	APR	04:00	38917	6911	0	0	0	0	39	11	0
	2550	17	APR	05:00	38917	3919	0	0	0	0	39	10	0
	2551	17	APR	06:00	38917	3567	0	0	0	0	39	10	0
	2552	17	APR	07:00	38917	5333	0	0	0	0	39	11	0
	2553	17	APR	08:00	38917	5299	0	0	0	0	39	10	0
	2554	17	APR	09:00	38917	6100	0	0	0	0	39	10	0
	2555	17	APR	10:00	38917	6362	0	0	0	0	39	10	0
	2556	17	APR	11:00	38917	6090	0	0	0	0	39	10	0
	2557	17	APR	12:00	38917	7112	0	0	0	0	39	12	0
	2558	17	APR	13:00	38917	11087	0	0	0	0	39	13	0
	2559	17	APR	14:00	38917	10947	0	0	0	0	39	13	0
	2560	17	APR	15:00	38917	11781	0	0	0	0	39	14	0
	2561	17	APR	16:00	38917	11092	0	0	0	0	39	14	0
	2562	17	APR	17:00	38917	12522	0	0	0	0	39	15	0
	2563	17	APR	18:00	38917	13710	0	0	0	0	39	16	0
	2564	17	APR	19:00	38917	14914	0	0	0	0	39	16	0
	2565	17	APR	20:00	38917	13680	0	0	0	0	39	17	0
	2566	17	APR	21:00	38917	14293	0	0	0	0	39	17	0
	2567	17	APR	22:00	38917	11285	0	0	0	0	39	16	0
	2568	17	APR	23:00	38917	10912	0	0	0	0	39	16	0
